"sample","Biotic_abiotic","Trans_name","count","total","percentage"
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Alanine",2,1760,0.11
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Arginine",11,1760,0.62
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Asparagine",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Aspartic Acid",3,1760,0.17
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","biotinyl (-H2O)",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","CH4_O",381,1760,21.65
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Cystine",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Glutamic Acid",3,1760,0.17
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Glycine",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Isoleucine",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","malonyl group (-H2O)",239,1760,13.58
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","NH_CH2",4,1760,0.23
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","palmitoylation (-H2O)",24,1760,1.36
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Phenylalanine",7,1760,0.4
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Proline",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","secondary amine",2,1760,0.11
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Serine",96,1760,5.45
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","Threonine",2,1760,0.11
"0-5cm_SR_90d_FAD_instant chemistry","Biotic","urea addition (-H)",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","both","C6H10O5",106,1760,6.02
"0-5cm_SR_90d_FAD_instant chemistry","both","C6H10O6",79,1760,4.49
"0-5cm_SR_90d_FAD_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",4,1760,0.23
"0-5cm_SR_90d_FAD_instant chemistry","both","disaccharide (-H2O)",8,1760,0.45
"0-5cm_SR_90d_FAD_instant chemistry","both","erythose (-H2O)",205,1760,11.65
"0-5cm_SR_90d_FAD_instant chemistry","both","Glucuronic Acid (-H2O)",13,1760,0.74
"0-5cm_SR_90d_FAD_saturated","Abiotic","acetotacetate (-H2O)",89,1632,5.45
"0-5cm_SR_90d_FAD_saturated","Abiotic","acetylation (-H2O)",6,1632,0.37
"0-5cm_SR_90d_FAD_saturated","Abiotic","C2H2",377,1632,23.1
"0-5cm_SR_90d_FAD_saturated","Abiotic","Carboxylation",5,1632,0.31
"0-5cm_SR_90d_FAD_saturated","Abiotic","condensation/dehydration",4,1632,0.25
"0-5cm_SR_90d_FAD_saturated","Abiotic","ethyl addition (-H2O)",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Abiotic","Formic Acid (-H2O)",10,1632,0.61
"0-5cm_SR_90d_FAD_saturated","Abiotic","glyoxylate (-H2O)",8,1632,0.49
"0-5cm_SR_90d_FAD_saturated","Abiotic","H2S",16,1632,0.98
"0-5cm_SR_90d_FAD_saturated","Abiotic","hydrogenation/dehydrogenation",5,1632,0.31
"0-5cm_SR_90d_FAD_saturated","Abiotic","hydroxylation (-H)",6,1632,0.37
"0-5cm_SR_90d_FAD_saturated","Abiotic","NO3-",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Abiotic","SO42-",2,1632,0.12
"0-5cm_SR_90d_FAD_saturated","Biotic","Alanine",2,1632,0.12
"0-5cm_SR_90d_FAD_saturated","Biotic","Asparagine",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Biotic","Aspartic Acid",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Biotic","CH4_O",359,1632,22
"0-5cm_SR_90d_FAD_saturated","Biotic","Cystine",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Biotic","Glutamic Acid",2,1632,0.12
"0-5cm_SR_90d_FAD_saturated","Biotic","Glycine",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Biotic","malonyl group (-H2O)",221,1632,13.54
"0-5cm_SR_90d_FAD_saturated","Biotic","NH_CH2",6,1632,0.37
"0-5cm_SR_90d_FAD_saturated","Biotic","palmitoylation (-H2O)",26,1632,1.59
"0-5cm_SR_90d_FAD_saturated","Biotic","Phenylalanine",6,1632,0.37
"0-5cm_SR_90d_FAD_saturated","Biotic","Proline",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","Biotic","secondary amine",4,1632,0.25
"0-5cm_SR_90d_FAD_saturated","Biotic","Serine",74,1632,4.53
"0-5cm_SR_90d_FAD_saturated","Biotic","Threonine",1,1632,0.06
"0-5cm_SR_90d_FAD_saturated","both","C6H10O5",94,1632,5.76
"0-5cm_SR_90d_FAD_saturated","both","C6H10O6",77,1632,4.72
"0-5cm_SR_90d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1632,0.18
"0-5cm_SR_90d_FAD_saturated","both","disaccharide (-H2O)",7,1632,0.43
"0-5cm_SR_90d_FAD_saturated","both","erythose (-H2O)",202,1632,12.38
"0-5cm_SR_90d_FAD_saturated","both","Glucuronic Acid (-H2O)",13,1632,0.8
"0-5cm_SR_timezero__timezero","Abiotic","acetotacetate (-H2O)",68,1248,5.45
"0-5cm_SR_timezero__timezero","Abiotic","acetylation (-H2O)",2,1248,0.16
"0-5cm_SR_timezero__timezero","Abiotic","C2H2",295,1248,23.64
"0-5cm_SR_timezero__timezero","Abiotic","Carboxylation",7,1248,0.56
"0-5cm_SR_timezero__timezero","Abiotic","condensation/dehydration",3,1248,0.24
"0-5cm_SR_timezero__timezero","Abiotic","ethyl addition (-H2O)",1,1248,0.08
"0-5cm_SR_timezero__timezero","Abiotic","Formic Acid (-H2O)",8,1248,0.64
"0-5cm_SR_timezero__timezero","Abiotic","glyoxylate (-H2O)",7,1248,0.56
"0-5cm_SR_timezero__timezero","Abiotic","H2S",8,1248,0.64
"0-5cm_SR_timezero__timezero","Abiotic","hydrogenation/dehydrogenation",2,1248,0.16
"0-5cm_SR_timezero__timezero","Abiotic","hydroxylation (-H)",5,1248,0.4
"0-5cm_SR_timezero__timezero","Abiotic","NH4+",1,1248,0.08
"0-5cm_SR_timezero__timezero","Abiotic","NO3-",1,1248,0.08
"0-5cm_SR_timezero__timezero","Abiotic","PO43-",1,1248,0.08
"0-5cm_SR_timezero__timezero","Abiotic","SO42-",2,1248,0.16
"0-5cm_SR_timezero__timezero","Biotic","Alanine",2,1248,0.16
"0-5cm_SR_timezero__timezero","Biotic","Aspartic Acid",2,1248,0.16
"0-5cm_SR_timezero__timezero","Biotic","carbamoyl P transfer (-H2PO4)",1,1248,0.08
"0-5cm_SR_timezero__timezero","Biotic","CH4_O",267,1248,21.39
"0-5cm_SR_timezero__timezero","Biotic","Glutamic Acid",1,1248,0.08
"0-5cm_SR_timezero__timezero","Biotic","Glycine",1,1248,0.08
"0-5cm_SR_timezero__timezero","Biotic","malonyl group (-H2O)",178,1248,14.26
"0-5cm_SR_timezero__timezero","Biotic","NH_CH2",1,1248,0.08
"0-5cm_SR_timezero__timezero","Biotic","palmitoylation (-H2O)",15,1248,1.2
"0-5cm_SR_timezero__timezero","Biotic","Phenylalanine",6,1248,0.48
"0-5cm_SR_timezero__timezero","Biotic","Proline",1,1248,0.08
"0-5cm_SR_timezero__timezero","Biotic","secondary amine",2,1248,0.16
"0-5cm_SR_timezero__timezero","Biotic","Serine",55,1248,4.41
"0-5cm_SR_timezero__timezero","Biotic","Threonine",1,1248,0.08
"0-5cm_SR_timezero__timezero","both","C6H10O5",79,1248,6.33
"0-5cm_SR_timezero__timezero","both","C6H10O6",60,1248,4.81
"0-5cm_SR_timezero__timezero","both","D-Ribose (-H2O) (ribosylation)",2,1248,0.16
"0-5cm_SR_timezero__timezero","both","disaccharide (-H2O)",2,1248,0.16
"0-5cm_SR_timezero__timezero","both","erythose (-H2O)",155,1248,12.42
"0-5cm_SR_timezero__timezero","both","Glucuronic Acid (-H2O)",6,1248,0.48
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","acetotacetate (-H2O)",90,1697,5.3
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","acetylation (-H)",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","acetylation (-H2O)",6,1697,0.35
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","C2H2",387,1697,22.8
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","Carboxylation",6,1697,0.35
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","CHO2",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","condensation/dehydration",4,1697,0.24
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","ethyl addition (-H2O)",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","Formic Acid (-H2O)",11,1697,0.65
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","glyoxylate (-H2O)",11,1697,0.65
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","H2S",11,1697,0.65
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1697,0.24
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","hydroxylation (-H)",5,1697,0.29
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","Inorganic Phosphate",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","methanol (-H2O)",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Abiotic","NO3-",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Alanine",3,1697,0.18
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Aspartic Acid",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Biotic","CH4_O",372,1697,21.92
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Glutamic Acid",2,1697,0.12
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Glycine",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Isoleucine",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Biotic","malonyl group (-H2O)",239,1697,14.08
"5cm-end_CPCRW_150d_CW_saturated","Biotic","NH_CH2",4,1697,0.24
"5cm-end_CPCRW_150d_CW_saturated","Biotic","palmitoylation (-H2O)",27,1697,1.59
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Phenylalanine",9,1697,0.53
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Proline",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","Biotic","secondary amine",2,1697,0.12
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Serine",78,1697,4.6
"5cm-end_CPCRW_150d_CW_saturated","Biotic","Threonine",1,1697,0.06
"5cm-end_CPCRW_150d_CW_saturated","both","C6H10O5",98,1697,5.77
"5cm-end_CPCRW_150d_CW_saturated","both","C6H10O6",88,1697,5.19
"5cm-end_CPCRW_150d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",4,1697,0.24
"5cm-end_CPCRW_150d_CW_saturated","both","disaccharide (-H2O)",8,1697,0.47
"5cm-end_CPCRW_150d_CW_saturated","both","erythose (-H2O)",205,1697,12.08
"5cm-end_CPCRW_150d_CW_saturated","both","Glucuronic Acid (-H2O)",12,1697,0.71
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","acetotacetate (-H2O)",91,1728,5.27
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","acetylation (-H2O)",6,1728,0.35
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","C2H2",392,1728,22.69
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","Carboxylation",5,1728,0.29
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","condensation/dehydration",4,1728,0.23
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","Formic Acid (-H2O)",11,1728,0.64
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","glyoxylate (-H2O)",7,1728,0.41
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","H2S",6,1728,0.35
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","hydrogenation/dehydrogenation",4,1728,0.23
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","hydroxylation (-H)",6,1728,0.35
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","methanol (-H2O)",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","Abiotic","NO3-",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Alanine",3,1728,0.17
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Aspartic Acid",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","CH4_O",390,1728,22.57
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Glutamic Acid",2,1728,0.12
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Glycine",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Isoleucine",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","malonyl group (-H2O)",240,1728,13.89
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","NH_CH2",6,1728,0.35
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","palmitoylation (-H2O)",26,1728,1.5
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Phenylalanine",10,1728,0.58
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Proline",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","secondary amine",4,1728,0.23
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Serine",77,1728,4.46
"5cm-end_CPCRW_150d_FAD_saturated","Biotic","Threonine",1,1728,0.06
"5cm-end_CPCRW_150d_FAD_saturated","both","C6H10O5",106,1728,6.13
"5cm-end_CPCRW_150d_FAD_saturated","both","C6H10O6",87,1728,5.03
"5cm-end_CPCRW_150d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",4,1728,0.23
"5cm-end_CPCRW_150d_FAD_saturated","both","disaccharide (-H2O)",7,1728,0.41
"5cm-end_CPCRW_150d_FAD_saturated","both","erythose (-H2O)",215,1728,12.44
"5cm-end_CPCRW_150d_FAD_saturated","both","Glucuronic Acid (-H2O)",12,1728,0.69
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","acetotacetate (-H2O)",92,1779,5.17
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","acetylation (-H)",2,1779,0.11
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","acetylation (-H2O)",6,1779,0.34
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","C2H2",391,1779,21.98
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","Carboxylation",7,1779,0.39
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","condensation/dehydration",5,1779,0.28
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","Formic Acid (-H2O)",10,1779,0.56
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","glyoxylate (-H2O)",11,1779,0.62
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","H2S",14,1779,0.79
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1779,0.22
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","hydroxylation (-H)",6,1779,0.34
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","Inorganic Phosphate",2,1779,0.11
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","methanol (-H2O)",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","Abiotic","SO42-",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Alanine",3,1779,0.17
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Aspartic Acid",2,1779,0.11
"5cm-end_CPCRW_30d_CW_saturated","Biotic","CH4_O",385,1779,21.64
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Cystine",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Glutamic Acid",2,1779,0.11
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Glycine",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Isoleucine",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","Biotic","malonyl group (-H2O)",257,1779,14.45
"5cm-end_CPCRW_30d_CW_saturated","Biotic","NH_CH2",6,1779,0.34
"5cm-end_CPCRW_30d_CW_saturated","Biotic","palmitoylation (-H2O)",20,1779,1.12
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Phenylalanine",13,1779,0.73
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Proline",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","Biotic","secondary amine",5,1779,0.28
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Serine",87,1779,4.89
"5cm-end_CPCRW_30d_CW_saturated","Biotic","Threonine",1,1779,0.06
"5cm-end_CPCRW_30d_CW_saturated","both","C6H10O5",104,1779,5.85
"5cm-end_CPCRW_30d_CW_saturated","both","C6H10O6",93,1779,5.23
"5cm-end_CPCRW_30d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1779,0.17
"5cm-end_CPCRW_30d_CW_saturated","both","disaccharide (-H2O)",9,1779,0.51
"5cm-end_CPCRW_30d_CW_saturated","both","erythose (-H2O)",221,1779,12.42
"5cm-end_CPCRW_30d_CW_saturated","both","Glucuronic Acid (-H2O)",12,1779,0.67
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","acetotacetate (-H2O)",92,1852,4.97
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","acetylation (-H)",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","acetylation (-H2O)",6,1852,0.32
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","C2H2",407,1852,21.98
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","Carboxylation",6,1852,0.32
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","CHO2",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","condensation/dehydration",5,1852,0.27
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","Formic Acid (-H2O)",10,1852,0.54
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","glyoxylate (-H2O)",10,1852,0.54
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","H2S",9,1852,0.49
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","hydrogenation/dehydrogenation",4,1852,0.22
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","hydroxylation (-H)",5,1852,0.27
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","Inorganic Phosphate",2,1852,0.11
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","methanol (-H2O)",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","NO3-",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Abiotic","SO42-",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Alanine",3,1852,0.16
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Aspartic Acid",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","CH4_O",407,1852,21.98
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Cystine",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Glutamic Acid",2,1852,0.11
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Glycine",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Isoleucine",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","malonyl group (-H2O)",256,1852,13.82
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","NH_CH2",6,1852,0.32
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","palmitoylation (-H2O)",29,1852,1.57
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Phenylalanine",10,1852,0.54
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Proline",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","secondary amine",4,1852,0.22
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Serine",82,1852,4.43
"5cm-end_CPCRW_30d_FAD_saturated","Biotic","Threonine",1,1852,0.05
"5cm-end_CPCRW_30d_FAD_saturated","both","C6H10O5",125,1852,6.75
"5cm-end_CPCRW_30d_FAD_saturated","both","C6H10O6",106,1852,5.72
"5cm-end_CPCRW_30d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",4,1852,0.22
"5cm-end_CPCRW_30d_FAD_saturated","both","disaccharide (-H2O)",11,1852,0.59
"5cm-end_CPCRW_30d_FAD_saturated","both","erythose (-H2O)",226,1852,12.2
"5cm-end_CPCRW_30d_FAD_saturated","both","Glucuronic Acid (-H2O)",14,1852,0.76
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","acetotacetate (-H2O)",85,1671,5.09
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","acetylation (-H2O)",6,1671,0.36
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","C2H2",383,1671,22.92
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","Carboxylation",8,1671,0.48
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","condensation/dehydration",4,1671,0.24
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","Formic Acid (-H2O)",11,1671,0.66
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","glyoxylate (-H2O)",8,1671,0.48
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","H2S",5,1671,0.3
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1671,0.24
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","hydroxylation (-H)",5,1671,0.3
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","Inorganic Phosphate",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Abiotic","NO3-",2,1671,0.12
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Alanine",3,1671,0.18
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Aspartic Acid",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","CH4_O",365,1671,21.84
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Glutamic Acid",2,1671,0.12
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Glycine",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Isoleucine",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","isoprene addition (-H)",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","malonyl group (-H2O)",232,1671,13.88
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","NH_CH2",4,1671,0.24
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","palmitoylation (-H2O)",24,1671,1.44
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Phenylalanine",6,1671,0.36
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Proline",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","secondary amine",3,1671,0.18
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Serine",73,1671,4.37
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","Threonine",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","urea addition (-H)",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","Biotic","uridine (-H2O)",1,1671,0.06
"5cm-end_CPCRW_90d_CW_instant chemistry","both","C6H10O5",108,1671,6.46
"5cm-end_CPCRW_90d_CW_instant chemistry","both","C6H10O6",89,1671,5.33
"5cm-end_CPCRW_90d_CW_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",4,1671,0.24
"5cm-end_CPCRW_90d_CW_instant chemistry","both","disaccharide (-H2O)",9,1671,0.54
"5cm-end_CPCRW_90d_CW_instant chemistry","both","erythose (-H2O)",210,1671,12.57
"5cm-end_CPCRW_90d_CW_instant chemistry","both","Glucuronic Acid (-H2O)",9,1671,0.54
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","acetotacetate (-H2O)",93,1752,5.31
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","acetylation (-H2O)",6,1752,0.34
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","C2H2",390,1752,22.26
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","Carboxylation",7,1752,0.4
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","condensation/dehydration",6,1752,0.34
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","ethyl addition (-H2O)",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","Formic Acid (-H2O)",10,1752,0.57
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","glyoxylate (-H2O)",11,1752,0.63
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","H2S",13,1752,0.74
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1752,0.23
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","hydroxylation (-H)",5,1752,0.29
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","Inorganic Phosphate",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","methanol (-H2O)",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Abiotic","SO42-",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Alanine",3,1752,0.17
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Aspartic Acid",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Biotic","CH4_O",384,1752,21.92
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Cystine",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Glutamic Acid",2,1752,0.11
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Glycine",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Isoleucine",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Biotic","malonyl group (-H2O)",242,1752,13.81
"5cm-end_CPCRW_90d_CW_saturated","Biotic","NH_CH2",6,1752,0.34
"5cm-end_CPCRW_90d_CW_saturated","Biotic","palmitoylation (-H2O)",25,1752,1.43
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Phenylalanine",13,1752,0.74
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Proline",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","Biotic","secondary amine",4,1752,0.23
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Serine",80,1752,4.57
"5cm-end_CPCRW_90d_CW_saturated","Biotic","Threonine",1,1752,0.06
"5cm-end_CPCRW_90d_CW_saturated","both","C6H10O5",104,1752,5.94
"5cm-end_CPCRW_90d_CW_saturated","both","C6H10O6",94,1752,5.37
"5cm-end_CPCRW_90d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1752,0.17
"5cm-end_CPCRW_90d_CW_saturated","both","disaccharide (-H2O)",9,1752,0.51
"5cm-end_CPCRW_90d_CW_saturated","both","erythose (-H2O)",216,1752,12.33
"5cm-end_CPCRW_90d_CW_saturated","both","Glucuronic Acid (-H2O)",12,1752,0.68
"5cm-end_CPCRW_90d_FAD_instant chemistry","Abiotic","acetotacetate (-H2O)",80,1518,5.27
